	CREBBP	CREBBP.1	CREBBP.2	PBX3	RAD21	RAD21.1	CTCF	ELF3	KLF5	ZEB1	PHF8	NMYC	NMYC.1	NMYC.2	BCL6	BCL6.1	BCL6.2	JUN	JUND	ZNF217	ESRRB	EZH1	EZH2	EED	SUZ12	MYC	MYC.1	MYC.2	TP53	PCDH7	BMI1	FUS	TAF15	NANOG	NANOG.1	NANOG.2	NANOG.3	NANOG.4	GATA2	RUNX1	TAL1	GATA2.1	GATA2.2	FOXP1
THAP11_20581084_ChIP-Seq_MESCs_Mouse	0.654193396	0.677305256	0.656610849	0.63683221	0.648856806	0.641073787	0.678887803	0.64835748	0.643729784	0.640583558	0.649100741	0.675865566	0.642873652	0.659627022	0.682137803	0.67092655	0.650540094	0.656732143	0.634989555	0.615424528	0.607200809	0.671836253	0.676295822	0.682873652	0.675553571	0.634920822	0.645283356	0.645293801	0.633782008	0.638459569	0.619273248	0.643925539	0.615349394	0.652026954	0.655028639	0.64770721	0.638020889	0.636461927	0.61889252	0.643360512	0.634532345	0.623614218	0.614779313	0.594943396
SUZ12_27294783_Chip-Seq_NPCs_Mouse	0.409274306	0.41253125	0.4209375	0.398309028	0.387230903	0.411869792	0.40209375	0.388368056	0.393145833	0.385269097	0.472973958	0.431960069	0.479232639	0.424649306	0.415236111	0.397227431	0.4139375	0.382487847	0.407135417	0.365845486	0.404564236	0.378034722	0.379791667	0.390092014	0.382730903	0.524638889	0.427585069	0.404411458	0.376534722	0.450170139	0.41721875	0.477331597	0.500451389	0.427807292	0.426439236	0.435998264	0.445538194	0.460420139	0.399678819	0.376001736	0.371173611	0.40009375	0.389756944	0.399932292
EZH2_27304074_Chip-Seq_ESCs_Mouse	0.269499124	0.270170853	0.271159463	0.314983645	0.415418224	0.416706484	0.364918224	0.277957652	0.276709696	0.282263143	0.274416764	0.326350467	0.34577132	0.352196554	0.239545561	0.247985397	0.248029498	0.300105724	0.306304907	0.334421145	0.317488902	0.251625292	0.25875	0.251709696	0.255935456	0.304132009	0.280704731	0.291577979	0.28193604	0.292954147	0.383103096	0.372561916	0.390400993	0.287875	0.288601636	0.330860981	0.339915304	0.334202687	0.321622664	0.325300526	0.328300526	0.364800818	0.385269568	0.392830607
DNAJC2_21179169_ChIP-ChIP_NT2_Human	0.459166064	0.457036157	0.449975207	0.481769886	0.487447831	0.483758006	0.46503125	0.471372934	0.475086777	0.47808187	0.462163223	0.466280475	0.479787448	0.474096591	0.467678719	0.464339876	0.464670971	0.494838585	0.493957386	0.485125775	0.468971333	0.465008781	0.467683884	0.464040289	0.466640496	0.462830837	0.464219525	0.461066374	0.469542355	0.474172004	0.495505165	0.473338585	0.489024277	0.452223915	0.449139205	0.460001808	0.460355372	0.450892562	0.479790031	0.482449897	0.485936983	0.483562242	0.486599948	0.491077738
TAF7L_23326641_ChIP-Seq_C3H10T1-2_Mouse	0.602889197	0.591230263	0.6103009	0.638397507	0.594342105	0.602110111	0.617342105	0.628343144	0.630511427	0.630882964	0.632194598	0.607527355	0.605058864	0.60722126	0.626460873	0.626264543	0.631569598	0.639491343	0.637089681	0.594675554	0.614067175	0.632238227	0.634149238	0.627890928	0.622873615	0.614476454	0.63334626	0.630721607	0.616638158	0.632405817	0.615703947	0.591645776	0.584044321	0.622398199	0.620148892	0.615360803	0.597309557	0.609303324	0.598471607	0.600731302	0.602930748	0.596445983	0.578676593	0.594857341
ELK1_19687146_ChIP-ChIP_HELA_Human	0.638770357	0.6478	0.650913929	0.64485	0.626272857	0.624665357	0.6651325	0.662363571	0.6696775	0.658831429	0.676921429	0.656483571	0.63596	0.631111786	0.651390714	0.646546429	0.654867143	0.643717857	0.633456786	0.621717143	0.612154286	0.656318571	0.67012	0.670595357	0.667750714	0.678723929	0.671863929	0.650016071	0.652348214	0.666643571	0.642031429	0.647441786	0.6242075	0.673629643	0.675862857	0.670860714	0.645625357	0.6575825	0.625381786	0.629108929	0.623636071	0.625876429	0.613540357	0.608500357
NR3C1_23031785_ChIP-Seq_PC12_Mouse	0.472366244	0.463234601	0.471285024	0.499102657	0.506052536	0.513727959	0.491173611	0.482567331	0.476700181	0.485405495	0.483552838	0.515076087	0.536750906	0.535801027	0.43124849	0.460738225	0.456033514	0.490922101	0.4989218	0.501666365	0.493523551	0.453762983	0.460810085	0.460081522	0.460076087	0.510342391	0.477150362	0.479921498	0.496743056	0.487488225	0.511868961	0.547111111	0.543506341	0.502424517	0.501324577	0.509058575	0.515155495	0.502645531	0.496840882	0.490649758	0.503356884	0.497806159	0.496439614	0.548805254
MYB_21317192_ChIP-Seq_ERMYB_Mouse	0.604599728	0.604905163	0.615303533	0.597160054	0.570061413	0.560173913	0.568092935	0.58166875	0.58419212	0.589852717	0.604949728	0.561366848	0.561945924	0.548156522	0.598171196	0.609616848	0.624016304	0.590828261	0.598870652	0.589304348	0.586091576	0.619428804	0.62273587	0.617663043	0.615907337	0.609603261	0.602964402	0.606902989	0.610846196	0.614418478	0.595502717	0.555420924	0.56086875	0.588030435	0.587215761	0.58408913	0.572090217	0.57618587	0.573486685	0.55791087	0.554572826	0.564574728	0.566210054	0.570432337
ER_23166858_ChIP-Seq_MCF-7_Human	0.474748322	0.467943792	0.475879754	0.461536074	0.480910515	0.485237975	0.472402964	0.458624441	0.458442114	0.465542785	0.475993568	0.470776286	0.496678691	0.474583893	0.458294183	0.458944631	0.469409676	0.455128635	0.463298658	0.511112696	0.461504474	0.457017897	0.450487136	0.452442394	0.448992729	0.506230705	0.480253356	0.476050056	0.469463926	0.474580257	0.495949664	0.521951902	0.526341163	0.490139262	0.490722315	0.492953579	0.491846477	0.497037472	0.453547819	0.445738814	0.452094519	0.459650727	0.459444631	0.512729027
PHC1_16625203_ChIP-ChIP_MESCs_Mouse	0.315808556	0.330289442	0.327023665	0.37578216	0.458079187	0.455599211	0.417747269	0.353522148	0.353003337	0.356237257	0.344926881	0.3753571	0.38593932	0.386834951	0.301545813	0.305306735	0.320184163	0.368454794	0.371148665	0.38484557	0.362556735	0.313537925	0.314551274	0.315277609	0.315737561	0.36784284	0.34452943	0.354252427	0.367736954	0.376355583	0.431375607	0.432658677	0.42922057	0.345086772	0.345874393	0.3806875	0.385949333	0.382888956	0.372010922	0.36051517	0.3731429	0.412090716	0.431870146	0.424044903
EOMES_21245162_ChIP-Seq_HESCs_Human	0.526332547	0.527260292	0.530504074	0.552551458	0.545298242	0.544544811	0.548547599	0.571189966	0.566396655	0.567923027	0.556124571	0.543578688	0.549340909	0.558790094	0.543208619	0.532511364	0.54779181	0.544202187	0.547259648	0.550421527	0.569223628	0.542031947	0.533658877	0.535963336	0.539388079	0.584548456	0.55621548	0.562537521	0.547312607	0.556752144	0.560572256	0.570129717	0.578901372	0.561145154	0.560600129	0.571528302	0.564700901	0.558045026	0.543256003	0.554336835	0.557278087	0.565473413	0.570732633	0.562356561
ELK1_22589737_ChIP-Seq_MCF10A_Human	0.5704559	0.570879965	0.57728271	0.588959988	0.571091998	0.591527453	0.582913551	0.596196262	0.598049065	0.595610981	0.608798189	0.582993867	0.582525117	0.574242407	0.575493575	0.570638435	0.577382301	0.605675526	0.600412091	0.594086449	0.584372371	0.579812208	0.58215625	0.586288843	0.584908879	0.60274007	0.596273364	0.594449182	0.600793808	0.594930783	0.585382593	0.589853096	0.581280958	0.580611273	0.584518984	0.574582652	0.567952687	0.573512266	0.592815713	0.571202103	0.563628797	0.578919685	0.570374124	0.593465537
FOXM1_25889361_ChIP-Seq_OE33_AND_U2OS_Human	0.657415272	0.661217312	0.644662395	0.625548117	0.622512029	0.624928086	0.657084205	0.685286349	0.699816684	0.694936977	0.665616893	0.663828975	0.641050732	0.644141998	0.666251308	0.649435931	0.645830021	0.659762029	0.64546182	0.652827929	0.630226464	0.664204236	0.679658211	0.679146967	0.676757061	0.642920502	0.653284519	0.646469142	0.675922594	0.661116893	0.617717573	0.567342573	0.57201386	0.661622123	0.662241109	0.6174375	0.658490324	0.668528243	0.619206328	0.624372646	0.612516475	0.610339697	0.624732218	0.570134676
EZH2_23942234_ChIP-Seq_MYOBLASTS_AND_MYOTUBES_Mouse	0.454505929	0.45341502	0.464482955	0.48220084	0.497008152	0.49936586	0.490203804	0.463091897	0.464518281	0.466046196	0.43718997	0.487004447	0.493786561	0.501783597	0.455861907	0.450287055	0.44454669	0.49659165	0.492950346	0.501353014	0.478794219	0.446999753	0.43939748	0.437164032	0.441891057	0.424218379	0.472037302	0.480308053	0.452856225	0.441984931	0.504684783	0.4906208	0.512088192	0.455021986	0.454170949	0.458034585	0.465992589	0.460023221	0.473377717	0.504030879	0.511873024	0.510807806	0.50671418	0.474103261
NR1I2_20693526_ChIP-Seq_LIVER_Mouse	0.50457839	0.500948799	0.500826977	0.537777542	0.518774718	0.522560028	0.520712571	0.52122387	0.518233051	0.521511653	0.514375353	0.503792726	0.502063559	0.514965395	0.484150071	0.483561441	0.504238347	0.533310734	0.542060734	0.55515572	0.538242938	0.50080226	0.512043432	0.498768008	0.505614407	0.525177966	0.517323446	0.513809675	0.528974576	0.518430791	0.538706921	0.52181815	0.523913136	0.534743997	0.532447034	0.532592514	0.540604873	0.531087571	0.530587571	0.531360523	0.526101342	0.531238347	0.518091808	0.541641243
EGR1_23403033_ChIP-Seq_LIVER_Mouse	0.487657993	0.498261152	0.498737454	0.51307342	0.487390335	0.487627323	0.47769052	0.511565985	0.516386152	0.512250929	0.522877323	0.47009526	0.475149164	0.481638476	0.492209572	0.502391264	0.515155204	0.489464684	0.500252323	0.498001859	0.499211896	0.511692844	0.513606877	0.514973048	0.51716961	0.514856413	0.507565056	0.504560409	0.512256506	0.509356413	0.4749921	0.480155669	0.481164033	0.506782063	0.505157063	0.513253717	0.498770446	0.518508829	0.520296004	0.476859201	0.475002323	0.481319238	0.46558039	0.486113383
STAT3_19079543_ChIP-ChIP_MESCs_Mouse	0.449319547	0.460693321	0.449213542	0.48815962	0.496554534	0.49842402	0.486364277	0.4926394	0.48744087	0.493909926	0.472765931	0.469951287	0.458634191	0.470231005	0.45197886	0.443640012	0.452405331	0.49894424	0.49961152	0.494102022	0.473909007	0.459001225	0.467415748	0.460005208	0.462593444	0.472674326	0.477683517	0.474140319	0.4642981	0.475711091	0.507032169	0.473390319	0.477551777	0.459571691	0.459920956	0.46997549	0.46810386	0.476826287	0.47173652	0.482446078	0.473762255	0.48963848	0.493018995	0.488869792
CREB1_15753290_ChIP-ChIP_HEK293T_Human	0.704510827	0.716666339	0.718997047	0.674524606	0.684496063	0.699599409	0.733121555	0.692940453	0.702040354	0.684852362	0.710455217	0.721607283	0.668927165	0.677299705	0.715040846	0.708709646	0.70807628	0.684118602	0.664375492	0.649816437	0.624758366	0.724733268	0.733698819	0.733218504	0.727121063	0.679747047	0.676322343	0.664549213	0.671695866	0.684002461	0.649435039	0.680281988	0.651246555	0.715872047	0.719454232	0.685472933	0.684914862	0.684181102	0.647589567	0.683453248	0.6655625	0.660957677	0.659061024	0.600352362
GATA1_19941826_ChIP-Seq_K562_Human	0.515320442	0.515927141	0.521466506	0.531761395	0.505635359	0.518600829	0.503264848	0.535964434	0.532944406	0.536993094	0.506017956	0.488224793	0.503850829	0.502761395	0.512813536	0.523178522	0.522989296	0.541736188	0.549885014	0.544731354	0.523743094	0.581354282	0.583710981	0.575263467	0.582380525	0.504726519	0.518123273	0.515618439	0.542781077	0.514686119	0.532850829	0.496474448	0.498572859	0.510706146	0.509355663	0.520551796	0.520379144	0.504217541	0.521514157	0.518151588	0.510991713	0.528145718	0.532808702	0.499319751
NFE2_27457419_Chip-Seq_LIVER_Mouse	0.409274306	0.41253125	0.4209375	0.398309028	0.387230903	0.411869792	0.40209375	0.388368056	0.393145833	0.385269097	0.472973958	0.431960069	0.479232639	0.424649306	0.415236111	0.397227431	0.4139375	0.382487847	0.407135417	0.365845486	0.404564236	0.378034722	0.379791667	0.390092014	0.382730903	0.524638889	0.427585069	0.404411458	0.376534722	0.450170139	0.41721875	0.477331597	0.500451389	0.427807292	0.426439236	0.435998264	0.445538194	0.460420139	0.399678819	0.376001736	0.371173611	0.40009375	0.389756944	0.399932292
TP53_22127205_ChIP-Seq_IMR90_Human	0.542644695	0.541203256	0.538960872	0.56895562	0.545906513	0.553294905	0.55315625	0.562997899	0.556688025	0.557199055	0.57127521	0.541207983	0.533980305	0.54731959	0.545163603	0.546260767	0.551915966	0.566872899	0.562779412	0.536694065	0.564622899	0.531993697	0.527446429	0.53336292	0.52830646	0.581473739	0.580037027	0.577241597	0.554590336	0.567422269	0.539343225	0.531499212	0.536472689	0.539038603	0.538107143	0.534691176	0.532583508	0.52605042	0.54636187	0.55401917	0.559984506	0.55151812	0.551239233	0.546796481
CTNNB1_20460455_ChIP-Seq_HCT116_Human	0.548398594	0.550798695	0.54842746	0.549641064	0.546883032	0.564923946	0.550568273	0.543735944	0.548597641	0.549631275	0.539617721	0.542084086	0.553880522	0.54977761	0.531630271	0.528296938	0.546580321	0.544105171	0.551266315	0.561018574	0.542939006	0.519625251	0.518261295	0.508055974	0.511947791	0.547745733	0.55097992	0.539670181	0.558336345	0.561055723	0.562524598	0.562746737	0.570770331	0.54715989	0.548848143	0.548705321	0.553097641	0.550855673	0.551438755	0.532111195	0.536623243	0.537354418	0.534701807	0.577558986
ETV2_25802403_ChIP-Seq_MESCs_Mouse	0.468492381	0.463524266	0.46511851	0.468194413	0.484305869	0.485237867	0.483731095	0.477233352	0.478523984	0.477966422	0.46450649	0.477681433	0.48229684	0.481245767	0.474153217	0.477077032	0.477901524	0.473681998	0.479069977	0.489169582	0.485908296	0.471900113	0.48505079	0.478005926	0.480870203	0.475263826	0.464575903	0.46451044	0.479916761	0.47934509	0.48494667	0.506113431	0.509070542	0.479433409	0.480378386	0.477562077	0.491979402	0.4850364	0.469763262	0.477476016	0.471637133	0.484036117	0.490027652	0.487136851
GRHL2_25758223_ChIP-Seq_PLACENTA_Mouse	0.468731105	0.458303779	0.463424128	0.460621512	0.460710174	0.467632849	0.458841279	0.452155814	0.452156686	0.446902616	0.45771686	0.470296802	0.473863372	0.470043605	0.457280523	0.469045058	0.468232267	0.459097093	0.462984884	0.466756686	0.480293895	0.433837209	0.439584012	0.437615407	0.441185756	0.483354651	0.459345349	0.458619186	0.478106686	0.477597093	0.470054651	0.50139593	0.500188081	0.463686047	0.46412093	0.463512209	0.486620058	0.462983721	0.460902616	0.462284012	0.463428488	0.478165698	0.480181105	0.491894477
EST1_17652178_ChIP-ChIP_JURKAT_Human	0.677731169	0.701122078	0.68806526	0.649275	0.6488	0.644966883	0.689785714	0.663830195	0.670064935	0.657795455	0.682050974	0.695705844	0.660721429	0.648591558	0.69565974	0.685139935	0.681635714	0.654486364	0.639742857	0.621710065	0.610542532	0.711460714	0.711747403	0.719494481	0.712036364	0.664538312	0.650573701	0.650493506	0.634537662	0.65565	0.626612987	0.650533766	0.623329221	0.689180195	0.693099675	0.663369805	0.642199026	0.664730844	0.621646429	0.646357143	0.629231494	0.625628571	0.624253896	0.57557013
GABP_17652178_ChIP-ChIP_JURKAT_Human	0.656505865	0.680362903	0.682503666	0.643953446	0.648967742	0.639380132	0.710515396	0.678920088	0.68471371	0.664304252	0.709884897	0.697120235	0.657284824	0.643763563	0.684093475	0.676583944	0.675918622	0.664368768	0.645682551	0.624876466	0.620271628	0.71107368	0.71043695	0.725694648	0.72833761	0.679018695	0.658227639	0.655236437	0.643091642	0.665814883	0.637216276	0.680071114	0.629307918	0.689515396	0.694576246	0.66661217	0.643548754	0.662697947	0.623249267	0.657956745	0.641317082	0.63530132	0.63533761	0.585376466
AUTS2_25519132_ChIP-Seq_293T-REX_Human	0.500638403	0.492540793	0.503886364	0.488859266	0.513017483	0.518800699	0.507298951	0.491284674	0.491025641	0.488391608	0.495727855	0.501836538	0.506463869	0.496671037	0.485845571	0.483009615	0.493949009	0.496884033	0.499192016	0.493966492	0.498398601	0.491498543	0.493458916	0.498800408	0.495565559	0.518511946	0.489045455	0.48914831	0.501324301	0.516349942	0.49881148	0.50296824	0.496618881	0.513429487	0.517656469	0.510689685	0.514397436	0.505872378	0.489927156	0.473759907	0.474414336	0.487321678	0.483443765	0.5060338
RUNX_20019798_ChIP-Seq_JUKART_Human	0.52280193	0.520158088	0.533777574	0.506212776	0.513361673	0.508709099	0.494746324	0.515730239	0.506724724	0.513142923	0.491948989	0.491892463	0.500834099	0.506424173	0.542928768	0.547884651	0.549023438	0.49860432	0.508061581	0.51951011	0.512545496	0.527585938	0.535335018	0.530284007	0.533935662	0.525642463	0.513444853	0.506234835	0.514977941	0.510622243	0.523457721	0.509516085	0.52859329	0.508600184	0.510527114	0.525288143	0.52913511	0.50756204	0.510892004	0.503900735	0.508651195	0.510319853	0.50142693	0.543747243
RUNX1_17652178_ChIP-ChIP_JURKAT_Human	0.549265662	0.545565307	0.555387116	0.528500296	0.540435875	0.543806147	0.543647163	0.519681442	0.518092494	0.5198487	0.531316785	0.542646277	0.550926714	0.543176714	0.542262116	0.551083038	0.545566489	0.52551773	0.531455378	0.523030437	0.526534574	0.535640071	0.541187057	0.547861702	0.54542435	0.536138002	0.536046395	0.523371454	0.550266548	0.53815721	0.535601655	0.55765721	0.555714539	0.537451832	0.534481974	0.533428783	0.523997045	0.528206265	0.52658156	0.534299941	0.532675827	0.537720449	0.539675236	0.534956265
E2F4_17652178_ChIP-ChIP_JURKAT_Human	0.718242102	0.72864011	0.692775755	0.681592376	0.674082418	0.683425481	0.710969437	0.685580014	0.698804945	0.684274382	0.712437157	0.724128091	0.688921703	0.657418613	0.705339286	0.703222184	0.688837225	0.642963255	0.62962706	0.656550824	0.655396291	0.69620467	0.717254808	0.716803228	0.712529533	0.671159684	0.671913462	0.650126374	0.696941621	0.700139423	0.646918269	0.605721497	0.584296016	0.69784272	0.701024038	0.635445742	0.67195364	0.698661401	0.630060096	0.649604052	0.625245192	0.640398352	0.648678228	0.570025412
PAX6_23342162_ChIP-ChIP_BETA-FORBRAIN-LENS_Mouse	0.508899464	0.522725536	0.522131367	0.531893097	0.530682306	0.524533177	0.524861595	0.531543231	0.527909853	0.525522118	0.530153485	0.518072051	0.524757373	0.5151937	0.517232574	0.529374665	0.523981903	0.522538204	0.527102882	0.531795576	0.520793566	0.529088137	0.526168231	0.517799598	0.517140416	0.538131367	0.527155831	0.518087802	0.519033512	0.536440684	0.524530161	0.518057641	0.508238271	0.537265416	0.53741555	0.528522453	0.530980898	0.531929625	0.536746649	0.516160188	0.509357909	0.511275804	0.506747989	0.523454088
SALL4_18804426_ChIP-ChIP_XEN_Mouse	0.528505102	0.523927934	0.529327168	0.558959503	0.546150829	0.547919005	0.550754145	0.548815051	0.551075893	0.549991071	0.550759885	0.544345982	0.539742347	0.532012117	0.515279337	0.521472895	0.533364477	0.539535077	0.551257334	0.551313457	0.566301977	0.534397321	0.530893814	0.531011161	0.534669324	0.555948342	0.557979273	0.545003508	0.555554528	0.57228412	0.570410714	0.544888393	0.552491709	0.541661671	0.539630102	0.545928571	0.545203125	0.538519452	0.546742347	0.545532207	0.547850128	0.562924745	0.570891582	0.57506824
KDM5A_27292631_Chip-Seq_BREAST_Human	0.611963155	0.622602347	0.626194323	0.605534662	0.613346616	0.613118177	0.64763619	0.629531932	0.640070142	0.631260917	0.625891103	0.624981987	0.590535753	0.610335426	0.644548581	0.627399563	0.623987991	0.625346616	0.624320688	0.624028657	0.599771288	0.635403657	0.630510917	0.636164028	0.632750546	0.607463155	0.621620633	0.616617358	0.603398472	0.62125655	0.593930677	0.616616539	0.598277838	0.641560317	0.643689683	0.622696779	0.623799945	0.626301583	0.6262006	0.616476801	0.607947871	0.593914301	0.594460426	0.573507915
EP300_21415370_ChIP-Seq_HL-1_Mouse	0.453790777	0.451367378	0.462305259	0.496586128	0.492056784	0.498377668	0.477119284	0.489747332	0.481675686	0.49409032	0.49380564	0.463829649	0.483033537	0.486378811	0.431685976	0.444791159	0.436369284	0.485613567	0.493217988	0.493636433	0.494551829	0.447422637	0.459816311	0.446332317	0.444748476	0.521884146	0.48557279	0.485104421	0.51565282	0.509897485	0.512455793	0.526717607	0.541175305	0.488289634	0.488230564	0.510366235	0.497149771	0.491139101	0.48323971	0.478078887	0.487016768	0.495647866	0.510100229	0.541665015
ELF1_20517297_ChIP-Seq_JURKAT_Human	0.527645548	0.534316292	0.520475049	0.534472358	0.500697162	0.503574119	0.518291341	0.524519325	0.52242637	0.521973337	0.517915117	0.516244374	0.515329746	0.516957926	0.540308464	0.534421967	0.527647505	0.536288894	0.52252226	0.50984956	0.509885763	0.551198386	0.545929061	0.538119863	0.543040362	0.498997309	0.531662916	0.526660225	0.526520303	0.514736791	0.507674413	0.49318909	0.496717955	0.505531067	0.505322652	0.501490949	0.499696673	0.503486301	0.516742172	0.519947162	0.520230675	0.51539726	0.516003425	0.488187378
SMAD3_22036565_ChIP-Seq_ESCs_Mouse	0.48424283	0.475278203	0.482532744	0.508266491	0.524058556	0.528717734	0.511004302	0.514104685	0.506792543	0.522073375	0.492894598	0.501625	0.510064532	0.532672801	0.464801625	0.470229685	0.467627868	0.504863528	0.512466778	0.514676864	0.510121176	0.476461998	0.476199331	0.476351338	0.483745459	0.494344168	0.503963193	0.495755019	0.518987572	0.502419455	0.533242591	0.503189054	0.525147467	0.505163719	0.502411329	0.516454828	0.517109943	0.518731358	0.524329589	0.552489723	0.55700239	0.547224187	0.560368069	0.567605641
ARNT_22903824_ChIP-Seq_MCF-7_Human	0.480650149	0.484876245	0.478707669	0.502954183	0.506601594	0.513746265	0.490860309	0.50533242	0.501808267	0.50876494	0.494431773	0.481572958	0.500639193	0.494850847	0.467531624	0.466498755	0.472782122	0.505833416	0.51310757	0.538988795	0.494834412	0.454782869	0.45861753	0.453287351	0.458306773	0.494641185	0.480546315	0.469861803	0.513285857	0.497068725	0.513873257	0.523033367	0.532150398	0.509353835	0.508437251	0.518727839	0.521885707	0.512333167	0.505556026	0.492856823	0.497481325	0.511433018	0.505906624	0.529951195
PRDM5_23873026_ChIP-Seq_MEFs_Mouse	0.648475844	0.64026712	0.64780394	0.652322467	0.672834428	0.662450281	0.690990854	0.621867261	0.62318621	0.617721154	0.667638133	0.67620075	0.656953096	0.637618902	0.655811445	0.660697233	0.655056989	0.638362101	0.644435507	0.657980535	0.655666745	0.64686515	0.637521576	0.644812852	0.633871951	0.656173077	0.693727955	0.673655253	0.655135788	0.662712242	0.646077627	0.657270872	0.651861398	0.693484756	0.693339822	0.688619137	0.662226313	0.678212711	0.661858818	0.65517378	0.647306989	0.641212008	0.632962008	0.63661257
EWS-ERG_20517297_ChIP-Seq_CADO-ES1_Human	0.476762317	0.489338312	0.491220126	0.470755503	0.493232966	0.493535901	0.492459382	0.482522799	0.483804769	0.481985849	0.496161426	0.501949948	0.504381551	0.484402516	0.495311321	0.488478774	0.490734015	0.477179507	0.47702044	0.483265723	0.49265435	0.479321279	0.47368501	0.479253145	0.478972746	0.502865304	0.493388365	0.492176363	0.481360063	0.492815776	0.481433438	0.499089623	0.49231499	0.495884958	0.497249214	0.489783805	0.504192872	0.503196017	0.474371593	0.461628407	0.460664308	0.463691562	0.465167191	0.49370414
PADI4_21655091_ChIP-ChIP_MCF-7_Human	0.637979744	0.656728412	0.65681903	0.618791045	0.629626599	0.632059435	0.656394989	0.63558049	0.639265458	0.637781983	0.651276652	0.649058369	0.628644723	0.628829957	0.65264952	0.65298081	0.642554638	0.632721482	0.623471748	0.643686567	0.607005597	0.636097814	0.630379797	0.636730544	0.636080757	0.653414979	0.637560768	0.632183902	0.636186567	0.644380864	0.614873134	0.631390192	0.606310235	0.684618337	0.685532783	0.664589286	0.653617537	0.677858475	0.634456023	0.611708689	0.601726812	0.603388326	0.593136194	0.581780917
MEF2A_21415370_ChIP-Seq_HL-1_Mouse	0.554132468	0.548540584	0.556257143	0.568693182	0.563575649	0.558880519	0.570236688	0.587254545	0.585818831	0.587183117	0.566087987	0.548519481	0.533145779	0.543519805	0.558155195	0.561408442	0.549816558	0.581127922	0.585206494	0.568017208	0.556418182	0.564794481	0.558201299	0.560798052	0.554515584	0.586128247	0.577417208	0.586566883	0.578516234	0.58242013	0.564172727	0.556977922	0.558099351	0.57092987	0.569448377	0.563246753	0.557648052	0.561598377	0.570239286	0.555433442	0.553543506	0.548298377	0.54376039	0.570863636
YY1_22570637_ChIP-Seq_MALME-3M_Human	0.494476216	0.490320296	0.494528013	0.520215645	0.491382135	0.488756078	0.494991808	0.508654598	0.503167019	0.501478066	0.50082796	0.500067918	0.488620507	0.507770613	0.498524049	0.498679968	0.475628171	0.51085703	0.510327696	0.502146142	0.485136892	0.51618129	0.517905391	0.510968552	0.510414641	0.477813425	0.509676533	0.512991808	0.488095137	0.501798097	0.496745772	0.48428092	0.477005814	0.485744186	0.486984672	0.487737315	0.498114958	0.491628436	0.501790962	0.500159619	0.494562368	0.506196882	0.495972516	0.48608351
CTBP2_25329375_ChIP-Seq_LNCAP_Human	0.430050773	0.419560982	0.426857892	0.399331678	0.451584989	0.444766556	0.437812086	0.393887693	0.39643819	0.39487638	0.426259658	0.461995585	0.482938742	0.471281181	0.379039459	0.391270419	0.38659713	0.405183499	0.417060155	0.418527042	0.405519592	0.388886589	0.39456457	0.388338852	0.39172489	0.461175497	0.394243929	0.393701987	0.428371413	0.429656181	0.478111203	0.525690673	0.525493377	0.431975993	0.433311258	0.443664735	0.452619205	0.449012417	0.421754967	0.43660596	0.439640177	0.445226545	0.448477097	0.503747241
RNF2_27304074_Chip-Seq_NSC_Mouse	0.389514555	0.394619578	0.394341039	0.408184361	0.477012557	0.477326484	0.450601027	0.379755708	0.380404966	0.381914384	0.382383847	0.420273687	0.427674087	0.419343322	0.369623002	0.368634989	0.375085331	0.400707763	0.40927911	0.411626427	0.410125	0.36279766	0.36490782	0.359570491	0.370257991	0.411005422	0.385749429	0.39547032	0.391227169	0.402616438	0.461836473	0.46846661	0.478694635	0.40350371	0.404813927	0.423414669	0.436059361	0.436471176	0.400391838	0.401183505	0.407124144	0.441635274	0.450906963	0.428960616
NFE2L2_20460467_ChIP-Seq_MEFs_Mouse	0.486695674	0.48428496	0.485922787	0.50984507	0.497958249	0.500949698	0.493927565	0.503557093	0.500556338	0.498158702	0.514069165	0.507195674	0.528425805	0.517377264	0.468382042	0.467843058	0.498465292	0.512318662	0.52063506	0.514059608	0.51348667	0.472686368	0.475954477	0.47506338	0.47951836	0.549492706	0.509982143	0.500139839	0.524025402	0.525152414	0.537558099	0.547751258	0.552584759	0.501694668	0.502872485	0.524744467	0.522778421	0.515145372	0.498905181	0.480853622	0.493147133	0.501650905	0.497148642	0.566083249
NRF2_20460467_ChIP-Seq_MEFs_Mouse	0.486695674	0.48428496	0.485922787	0.50984507	0.497958249	0.500949698	0.493927565	0.503557093	0.500556338	0.498158702	0.514069165	0.507195674	0.528425805	0.517377264	0.468382042	0.467843058	0.498465292	0.512318662	0.52063506	0.514059608	0.51348667	0.472686368	0.475954477	0.47506338	0.47951836	0.549492706	0.509982143	0.500139839	0.524025402	0.525152414	0.537558099	0.547751258	0.552584759	0.501694668	0.502872485	0.524744467	0.522778421	0.515145372	0.498905181	0.480853622	0.493147133	0.501650905	0.497148642	0.566083249
SUZ12_18555785_ChIP-Seq_MESCs_Mouse	0.271322342	0.27684228	0.28346089	0.326948108	0.378935838	0.387954499	0.328102761	0.303752301	0.303343814	0.309642382	0.287529652	0.31794683	0.339269683	0.340775051	0.249352249	0.25735455	0.272276329	0.310850971	0.322368354	0.344489264	0.335506902	0.24967229	0.261552658	0.252301125	0.264957055	0.321810583	0.28135864	0.286153374	0.307016104	0.314226738	0.389253323	0.386654397	0.406062628	0.296320297	0.294092791	0.333086145	0.348659254	0.329018661	0.330113497	0.3188318	0.334611708	0.373766616	0.38958001	0.407195808
