	CREBBP	CREBBP.1	CREBBP.2	PBX3	RAD21	RAD21.1	CTCF	ELF3	KLF5	ZEB1	PHF8	NMYC	NMYC.1	NMYC.2	BCL6	BCL6.1	BCL6.2	JUN	JUND	ZNF217	ESRRB	EZH1	EZH2	EED	SUZ12	MYC	MYC.1	MYC.2	TP53	PCDH7	BMI1	FUS	TAF15	NANOG	NANOG.1	NANOG.2	NANOG.3	NANOG.4	GATA2	RUNX1	TAL1	GATA2.1	GATA2.2	FOXP1
EZH2_22144423_ChIP.Seq_EOC_Human	0.716321913380737	0.72243374272786	0.729974143503555	0.676043956043956	0.601176470588235	0.602107304460246	0.560785391079509	0.681315449256626	0.708009049773756	0.752443438914027	0.592789269553975	0.781654815772463	0.765200387847447	0.782411118293471	0.624692954104719	0.601073044602456	0.664518422753717	0.678025210084034	0.684692954104719	0.796360698125404	0.796580478345184	0.682737556561086	0.668985132514544	0.662634130575307	0.708138332255979	0.689663865546219	0.688186813186813	0.657912087912088	0.752117000646412	0.680614091790562	0.776315449256626	0.533319327731092	0.510539754363284	0.733784744667098	0.766800258564964	0.764149967679379	0.766544925662573	0.761234647705236	0.751286360698125	0.716661279896574	0.61961861667744	0.719877181641888	0.63139301874596	0.612579185520362
EZH2_27304074_Chip.Seq_ESCs_Mouse	0.664473934370128	0.672213392144188	0.673413627894597	0.597846876307084	0.579144644283053	0.571720787862656	0.55054659872999	0.627449903038138	0.657528993497852	0.659443705083844	0.622221567359976	0.641278185482338	0.621755770181376	0.644749039887448	0.62796874405871	0.633029582873874	0.626787330316742	0.602528233012662	0.603532263584167	0.647961329328111	0.647723107342485	0.672836419635728	0.680517700292787	0.670420168067227	0.674789155481197	0.576379520133845	0.586138446328758	0.590526255751169	0.642293813452983	0.615588235294118	0.612079546750827	0.57748982851059	0.57838644054907	0.630967337161109	0.643240997756569	0.648497281265447	0.644529639910263	0.643525038974866	0.641048899197688	0.688510019392372	0.647096657667592	0.612460739952089	0.595301152135062	0.583562492870451
EZH2_23942234_ChIP.Seq_MYOBLASTS_AND_MYOTUBES_Mouse	0.518170781924385	0.518957434153335	0.519601793530479	0.509471244033003	0.485618051213226	0.479079290518385	0.477891381598011	0.548523235065351	0.524970794125273	0.509644801659321	0.505902636916836	0.523866003751773	0.494137626012292	0.514652808491818	0.514983605057268	0.526662904726319	0.522171910506489	0.557626622336775	0.545124677820311	0.508139822172063	0.4934409553295	0.515069621314951	0.511222376427885	0.509085085940002	0.509085238451097	0.527647058823529	0.483015906907228	0.487230856044777	0.502533666824261	0.482781802376123	0.489443029480395	0.46199621772484	0.461183181076423	0.523217374063963	0.523029785416889	0.510120026231908	0.513174518446217	0.507269288840763	0.491161066967622	0.511071695465845	0.476070704143726	0.477503545882963	0.461028534825909	0.496242736659092
EZH2_18974828_ChIP.Seq_MESCs_Mouse	0.661198036736819	0.664387843633028	0.6726987432141	0.604696710542624	0.568211868818324	0.561502441684638	0.537665526387546	0.624430232269899	0.631361765945316	0.630464415854837	0.612914156813168	0.620072754765623	0.598408690909992	0.619368260578568	0.620424382142237	0.62669244689026	0.622656478520612	0.586140898837411	0.58665241317766	0.626945043504127	0.606538261322228	0.665607322575048	0.664880642522496	0.668134032374012	0.668827371656627	0.571344165984978	0.587893582211646	0.591199771944176	0.601321856176099	0.585961800649463	0.579218413028928	0.545049205522917	0.547097989638333	0.639824744056915	0.643634639696587	0.639783966684019	0.644690513373491	0.636538385265611	0.626538137378845	0.654780496269304	0.604582434743809	0.572780174016509	0.565352123150145	0.564270593193029
EZH2_27294783_Chip.Seq_NPCs_Mouse	0.521908652349829	0.51014939309057	0.516839402427638	0.535740740740741	0.462971132897603	0.472480547774665	0.438386243386243	0.548338779956427	0.522615546218487	0.507045206971678	0.45552209772798	0.522853252412076	0.483333333333333	0.499309835045129	0.449944366635543	0.495193744164332	0.487935340802988	0.520666044195456	0.516337924058512	0.466335978835979	0.461836679116091	0.50010932150638	0.507112900715842	0.504043339558045	0.508602941176471	0.47234827264239	0.488720821661998	0.489184951758481	0.480329909741674	0.46046802054155	0.477650949268596	0.4365697945845	0.434536258948024	0.495576563958917	0.490922035480859	0.467656784936197	0.486400949268596	0.488087068160598	0.501710239651416	0.489662309368192	0.485403050108932	0.49135698723934	0.491134453781513	0.458442265795207
EZH2_27294783_Chip.Seq_ESCs_Mouse	0.649162240563881	0.649063577953437	0.655840627052008	0.611085454953495	0.583179562626237	0.581192013897547	0.565745039855705	0.621250613004846	0.622044901046472	0.62717311256847	0.600400302554256	0.625979270046297	0.60299927686208	0.621119118270454	0.619669434539394	0.629552651921303	0.625925242500561	0.602050553158949	0.60539618814885	0.612343964291948	0.602981988047445	0.646105362026116	0.647865828824111	0.646732497153164	0.648030986875462	0.585845447971473	0.58566981688818	0.588873317873143	0.600627550723554	0.58631914486863	0.581691644016657	0.549545254303502	0.550956038201631	0.622700130497303	0.62452459915717	0.618287243680855	0.623427923098023	0.616065797238777	0.609552236324797	0.645929398465618	0.607653625248319	0.57901320765695	0.573324522687413	0.582050386920347
EED_16625203_ChIP.ChIP_MESCs_Mouse	0.692520109648137	0.692664135172786	0.695543971599335	0.605717206668764	0.587032759627915	0.582397204871253	0.571463173504696	0.631120972453152	0.656025030332989	0.656352401923336	0.620637217453826	0.629390868646924	0.608244731047499	0.625350065159754	0.635550262885903	0.626915247382375	0.64012425290972	0.601769649036085	0.601817283062958	0.642718959241451	0.6379528602885	0.671800656091314	0.679353570305127	0.678852738956545	0.690285804161237	0.57062014110457	0.592196333078686	0.592649530400395	0.625970206264324	0.60281961982654	0.594827888374601	0.562865905720577	0.564509054958882	0.653728710735631	0.659356041881993	0.658937446636409	0.667679189322788	0.655069204152249	0.644837100615647	0.692412259021256	0.633108794319867	0.604760931110412	0.597195883701074	0.604571967824563
SUZ12_27294783_Chip.Seq_NPCs_Mouse	0.52577614379085	0.515693277310924	0.521839402427638	0.513460550887021	0.478886554621849	0.487986694677871	0.452021475256769	0.54952964519141	0.510870681605976	0.501499766573296	0.462301587301587	0.520242763772175	0.50266106442577	0.503259803921569	0.407324929971989	0.465054855275443	0.4834360410831	0.507839635854342	0.51264939309057	0.489096638655462	0.507938842203548	0.49983660130719	0.499198179271709	0.50859593837535	0.512666900093371	0.497120681605976	0.46296451914099	0.447003968253968	0.523453548085901	0.501610644257703	0.497694911297852	0.458257469654528	0.469809757236228	0.446859243697479	0.444076797385621	0.456734360410831	0.455729458450047	0.477721755368814	0.489821428571429	0.517736928104575	0.524540149393091	0.538517740429505	0.561426237161531	0.520980392156863
SUZ12_18555785_ChIP.Seq_MESCs_Mouse	0.675271229764272	0.687339826586698	0.686826770469619	0.6062433800558	0.607207344170272	0.612081962009456	0.588254506574001	0.634956813739412	0.649678734316788	0.652607715054213	0.62452845949513	0.64497886629801	0.62987486843644	0.649006632474063	0.632495614548006	0.631731125849942	0.63055131396495	0.601930601266351	0.602218119852315	0.650100740097232	0.633661058856942	0.682044372420937	0.679689760596087	0.687562022821057	0.689646824932756	0.577509731526806	0.610618139900095	0.605505788796632	0.62733965952186	0.610078353408958	0.607826486459395	0.571080408306464	0.569729856157175	0.65425163305879	0.660420001002389	0.665487244599629	0.66519705297626	0.657257129491956	0.643805235812019	0.68565998964198	0.637809278781095	0.609147134002706	0.597795078269877	0.606749085320013
SUZ12_16625203_ChIP.ChIP_MESCs_Mouse	0.680271873455264	0.677157986189128	0.683244056981081	0.597191689510029	0.5886202609386	0.591384682215132	0.56944846387753	0.626364085741248	0.645059242948516	0.643067451579562	0.601105768510613	0.622856693479531	0.60410266780509	0.624653604757411	0.634687607663386	0.630124028220914	0.641100226186731	0.590044638176126	0.591212720382271	0.614725804760407	0.611658952350994	0.661187555235998	0.664894171572372	0.669898141074612	0.672084662742102	0.558011653859405	0.581450441139022	0.578745936877425	0.608446950972903	0.583480429604997	0.573004388921344	0.557833850117587	0.561334951092737	0.630277865156758	0.643291391422879	0.650038346889558	0.644864362857442	0.6373777318414	0.630966761035965	0.677755957998173	0.619661169280546	0.594165430878234	0.583929208046855	0.59112164651957
SUZ12_18692474_ChIP.Seq_MESCs_Mouse	0.676080579196535	0.674934088651435	0.682943592772572	0.615220912646209	0.593770326021782	0.597381981546612	0.57555203551069	0.640699743156048	0.647644284550881	0.648646333932934	0.622282331462937	0.633406359348851	0.618408730904502	0.638568833284112	0.630738135509795	0.637168452045355	0.630888483188803	0.602611664474096	0.600005369559965	0.639550836308964	0.624384961652393	0.669748883578991	0.671690784940174	0.674798865232994	0.680674416731549	0.586579321824577	0.605294386125057	0.604747854413331	0.619968677566873	0.611589031778846	0.590984956282833	0.546865608863354	0.548074296811376	0.651171369506269	0.659415165427193	0.660031143447794	0.663539524435973	0.651085456546836	0.639978969223472	0.674041309814661	0.624937578865412	0.596168997950618	0.592362516891741	0.589859943977591
SUZ12_18974828_ChIP.Seq_MESCs_Mouse	0.668642253178417	0.666720082034882	0.673304945556299	0.604502967681385	0.590871186116639	0.592881475237458	0.562963944626454	0.630264093227777	0.636991996384903	0.636529594257558	0.606846089004371	0.629541508433777	0.613899959156362	0.630470397052306	0.624662605476524	0.628547183092472	0.618334883074222	0.586003058927811	0.5875752783016	0.623115761299349	0.607478122583056	0.653082130473699	0.656232999921789	0.660111755146733	0.663337794269724	0.578713512292197	0.591626445821348	0.590965126484927	0.600326227698939	0.593284002328956	0.581156483275834	0.554117125650674	0.553470927150591	0.634753851902705	0.640798710383843	0.641446473108375	0.646411842917105	0.637517488898351	0.62719890851894	0.659797432933877	0.612692725487299	0.583524892894076	0.572749732778323	0.578243810450757
SUZ12_18555785_Chip.Seq_ESCs_Mouse	0.484868538324421	0.487874172396231	0.487562229437229	0.483434396485867	0.453178316781258	0.455158677107207	0.450840495289025	0.478068181818182	0.477779316271963	0.457004551820728	0.445588394448689	0.481080022918258	0.457601222307105	0.472469919786096	0.4348303412274	0.466524859943978	0.455514069264069	0.473047810033104	0.462276546982429	0.443270944741533	0.467277979373568	0.451702476445124	0.453046377641966	0.456553666921314	0.459121944232238	0.477115164247517	0.456300451998981	0.457855710466005	0.439804239877769	0.430785586962058	0.442039884135472	0.427462757830405	0.432092405143876	0.451454831932773	0.452167685255921	0.454343009931245	0.463390469824293	0.459704131652661	0.476171536796537	0.466598389355742	0.465065253374077	0.445225999490705	0.443271899668958	0.440933919022154
SUZ12_27294783_Chip.Seq_ESCs_Mouse	0.65316864392816	0.652429065743945	0.657272450156533	0.604379222277146	0.59495534684462	0.594975201845444	0.582156615587411	0.626447108255067	0.627015488548361	0.63132970835393	0.613966139396935	0.638394957983193	0.621226973142198	0.639941835557753	0.626319492502884	0.629904926676553	0.633890509144834	0.609556351952546	0.605748723018619	0.619480474542758	0.612160570110397	0.646315702751689	0.650851458230351	0.648660817268084	0.651742544076454	0.582580161476355	0.592601581809194	0.597358378645576	0.617709836875927	0.601538721370901	0.590448014499918	0.569556928653814	0.570763717251607	0.624325506673258	0.627810347668479	0.624919261822376	0.626114845938375	0.62029354094579	0.618517877739331	0.659033366287692	0.614141950898006	0.588186768825177	0.583693194925029	0.598831026528258
SUZ12_18692474_ChIP.Seq_MEFs_Mouse	0.674271505703731	0.675203724001678	0.683260801905303	0.613221017875749	0.59432536299544	0.596955574500332	0.574893976914437	0.635426460439248	0.637879944248231	0.643236579656017	0.61625245267189	0.627575203994641	0.613943761079311	0.63509343834152	0.627675746627153	0.638375350140056	0.622127498342332	0.588432049148162	0.583733474065955	0.635152979066023	0.626754083275822	0.673842000568343	0.672780957793745	0.675839727195226	0.681472685692635	0.574072856195618	0.608945587896995	0.607469925168135	0.608486988998498	0.597964789780647	0.58590846966806	0.561956048119731	0.56532131693257	0.644821580806236	0.652832108688886	0.656794137945033	0.661355092761742	0.649018931243995	0.637589547896453	0.680352237513363	0.63062558356676	0.586145279367786	0.587188189285376	0.58795342291506
SUZ12_20075857_ChIP.Seq_MESCs_Mouse	0.629159922544216	0.627024604036865	0.631669696902508	0.582398801209138	0.562973991707501	0.564803441165384	0.548534031026659	0.599626726680118	0.593818688425238	0.591902027301686	0.580194341588878	0.594044477949491	0.577695246964221	0.593763700730952	0.602977169759724	0.614357516093509	0.603791342394478	0.581595382216211	0.578048675934754	0.583677634642247	0.563815695143493	0.619806471401225	0.619278729961642	0.619283127499021	0.620448290133996	0.570975218583476	0.561287222012816	0.562846389215317	0.563220586387589	0.562953851725387	0.55335835125607	0.519820772636231	0.51757108120293	0.603049821511718	0.603812073642122	0.59281512605042	0.598524349053606	0.587784306334671	0.582866381381049	0.602915862915087	0.564454483640422	0.543377826064463	0.539152236092326	0.553663887718676
MYCN_19997598_ChIP.ChIP_NEUROBLASTOMA_Human	0.561830065359477	0.580638655462185	0.592470588235294	0.542971988795518	0.568148459383753	0.56555929038282	0.563264239028945	0.586614379084967	0.558172735760971	0.584322128851541	0.551490196078431	0.511940242763772	0.544410830999066	0.539295051353875	0.554279178338002	0.537260504201681	0.523732026143791	0.501565826330532	0.500252100840336	0.574627450980392	0.559174603174603	0.567857142857143	0.549685340802988	0.560776844070962	0.555604108309991	0.553542483660131	0.532473389355742	0.532441643323996	0.566914098972923	0.554295051353875	0.521439775910364	0.546733893557423	0.544453781512605	0.522977591036415	0.530778711484594	0.516306255835668	0.522707749766573	0.509751633986928	0.550824463118581	0.558391223155929	0.545725490196078	0.54818954248366	0.563517273576097	0.508309056956116
MYCN_21190229_ChIP.Seq_SHEP.21N_Human	0.421099518459069	0.428209800774242	0.410184118591257	0.520587291096214	0.408451515437636	0.398962798602587	0.394906052308564	0.499300349353224	0.508942026248702	0.458697006892645	0.432290624114814	0.446016429043528	0.41234066660372	0.43281276555566	0.426902086677368	0.448789066188273	0.456713719195543	0.494304598243792	0.484346142951563	0.452736285525446	0.437333113020489	0.427608818808422	0.456305353602115	0.446459729959399	0.433505334718157	0.484659616655651	0.451578226796337	0.457006892644698	0.447067321310547	0.444103484090265	0.425056179775281	0.428334434897555	0.426926163723917	0.480906429987725	0.469511377584742	0.449027004060051	0.464415069398546	0.477691908223964	0.489333868378812	0.4423722972335	0.420168539325843	0.484845151543764	0.455247851949769	0.439328203191389
MYC_18940864_ChIP.ChIP_HL60_Human	0.438657039223196	0.437165160970554	0.444762655732534	0.453264694617794	0.421488048302431	0.419600558722148	0.408196318741974	0.454013111947192	0.453418343208597	0.435051929619033	0.421980760132471	0.431524770766215	0.419191204631987	0.428992047221033	0.416483429833059	0.437206614549305	0.443871178498209	0.49578863180661	0.47832383355487	0.432979475972695	0.429460878185054	0.420415436952261	0.425922004190416	0.436469236488161	0.431655890238133	0.46679996395341	0.439722666546511	0.446225696713002	0.440517493860815	0.426505508369568	0.420548358753689	0.425224277378512	0.422868632707775	0.447703832203123	0.43713835131908	0.432500506905175	0.433169396444905	0.436160136977043	0.434921486020682	0.432764322887332	0.427854552008471	0.437515038186856	0.431467772095433	0.435680266744768
MYC_22102868_ChIP.Seq_BL_Human	0.275106870983688	0.280828077113198	0.27112268907563	0.419234997528423	0.33687711319822	0.333507859614434	0.345484923381117	0.400988828472566	0.371931389026199	0.335245279288186	0.359218981710331	0.373181809194266	0.34036401384083	0.349760553633218	0.234193573900148	0.294434404349975	0.299112011863569	0.455223529411765	0.429562629757785	0.332315175481957	0.340705091448344	0.300466633712308	0.288010281759763	0.300398022738507	0.295357587740979	0.422011665842808	0.327924666337123	0.338850222441918	0.328352545724172	0.327063371230845	0.325596638655462	0.377405635195255	0.375037469105289	0.388764607019278	0.371852496292635	0.363634404349975	0.372045872466634	0.37581789421651	0.348971230845279	0.325335640138408	0.324753732081068	0.317811962432032	0.297649036085022	0.368266534849234
MYC_18555785_ChIP.Seq_MESCs_Mouse	0.247922956793337	0.251339332193054	0.250111697776456	0.377109689893657	0.254272625864505	0.24251580278129	0.264252844500632	0.33723284003867	0.317364616643117	0.261877444783223	0.271746560571131	0.301751171264966	0.2523178404105	0.264420316799286	0.238862051015096	0.288485907637391	0.28350278872611	0.377257827024615	0.341158622741132	0.256721053022979	0.252586599241466	0.244645348404849	0.249612999181974	0.253394065590838	0.252104409905555	0.382111995240574	0.277846805979029	0.284294935673384	0.289319253365063	0.244999033241615	0.247008254629285	0.294962891351231	0.291820034208374	0.291871198036737	0.282699933070573	0.273536253439429	0.276439503234922	0.29689834163754	0.26193723507102	0.239574328846583	0.227758756599985	0.264941473934707	0.253017178552837	0.278620807615081
MYC_20876797_ChIP.ChIP_MEDULLOBLASTOMA_Human	0.504573703165477	0.503147153598281	0.50509749162823	0.501307638845012	0.471108485499463	0.468032981613698	0.463636191318633	0.505127314083528	0.503754470209136	0.497947810703229	0.480915776837051	0.487060845390788	0.473804258545523	0.485794149238643	0.471733619763695	0.481711126555885	0.490029316989954	0.510637139066153	0.508167056296203	0.491207177607885	0.479086497756998	0.485735641625071	0.487350477032918	0.48472016174891	0.491129841410248	0.486270803058065	0.480353952107159	0.486310355721236	0.484899222847034	0.478494218740128	0.468549567195299	0.441587161180262	0.438261451949201	0.490379730839704	0.48471068427371	0.48155872875466	0.484140392999305	0.489638213180009	0.483229544449359	0.49556315157642	0.481853541416567	0.487864282555127	0.474334618057749	0.46993669046566
MYC_19079543_ChIP.ChIP_MESCs_Mouse	0.308786886847762	0.310201778385773	0.312820500293141	0.390373754152824	0.313108877271839	0.305502125268712	0.319004177252296	0.369759991205785	0.346229358022279	0.308892295290209	0.328551519444987	0.332861295681063	0.295135577486809	0.307862883525503	0.289419215360563	0.322328024232949	0.323475913621262	0.412679548563611	0.386312536642564	0.303584497752589	0.301997752589408	0.306372630447528	0.30922635333203	0.310999242720344	0.309768785421145	0.410189197772132	0.3134347518077	0.318358413132695	0.327209424467461	0.30062707641196	0.302222127222982	0.330213259722494	0.326291161813563	0.340800762165331	0.331480848153215	0.314070744576901	0.321818936877076	0.335773158100449	0.309252735978112	0.290292285518859	0.276269176275161	0.290794655071331	0.289001612272816	0.316165844244675
CMYC_18555785_Chip.Seq_ESCs_Mouse	0.496248021538713	0.498451497103696	0.49611226238068	0.48431100595578	0.450925511952354	0.455083952027413	0.445648527372114	0.479420412825324	0.475572652361916	0.453760300236599	0.452196132822061	0.48053879415844	0.456563269968181	0.471082320306764	0.446801174838868	0.473003508199396	0.461608223872073	0.48022811454679	0.474792689891491	0.445344864159256	0.468547768622012	0.459118707677246	0.46116309047891	0.463733866362079	0.469305866035735	0.486676511381252	0.459947295423024	0.463431345353675	0.446429142530799	0.442302031492209	0.447838785999837	0.428563759484376	0.431144652035572	0.457237333768459	0.458173125560904	0.454580403035	0.463179897201599	0.461527780044056	0.473539854776862	0.472648772130211	0.47097821652933	0.453712817165701	0.444175573141878	0.438304968589378
NMYC_18555785_Chip.Seq_ESCs_Mouse.3	0.477215315464289	0.477343996632642	0.479779919123284	0.475125599434765	0.440652275221359	0.441601298837961	0.438205980066445	0.472377144059771	0.460752544309316	0.443344207092497	0.441017122412471	0.4730784263616	0.449787285218202	0.462415177162099	0.429997895401452	0.46327009515792	0.445972850678733	0.47843327670961	0.465833947174576	0.431144600953082	0.45514814870492	0.445370183851716	0.444292328738293	0.446250808015514	0.449778566167075	0.475968340824702	0.443767532057546	0.447828505284046	0.43132920431142	0.427455239698742	0.431150313434855	0.42890365448505	0.432707866688715	0.449628237699373	0.447013424332166	0.447571744261211	0.448676207513417	0.45624253994979	0.461370394311571	0.461613475443845	0.459196344011665	0.442603989717533	0.439081192405406	0.433787074758347
MYC_19829295_ChIP.Seq_ESCs_Human	0.517259337068161	0.516611889200124	0.513808667911609	0.517582477435419	0.521519530034236	0.520894491129785	0.514522408963585	0.51798140367258	0.510660986616869	0.514682773109244	0.514636243386243	0.51869008714597	0.513246342981637	0.514278244631186	0.490234438219732	0.500995876128229	0.509876595082477	0.527647058823529	0.526423669467787	0.512133675692499	0.521420401493931	0.5099767351385	0.505026532835356	0.509453703703704	0.508017584811702	0.514134687208217	0.510260893246187	0.509688530967943	0.512169701213819	0.506063569872393	0.508122004357298	0.516655929038282	0.512922580143168	0.521853563647681	0.519887877373171	0.521324307500778	0.523100762527233	0.520343993152817	0.517654372860255	0.50547906940554	0.499173902894491	0.494739962651727	0.496779256146903	0.513070261437908
MYC_27129775_Chip.Seq_CORNEA_Mouse	0.494101853202977	0.491978352117149	0.493538853743745	0.50384194127089	0.480191843846834	0.480640767032043	0.473679796739942	0.525440296649814	0.502413284006146	0.494902790533987	0.475280984712578	0.493511386168359	0.474101509858284	0.487811606767324	0.472207534699273	0.497234530175707	0.48699856653591	0.526847323198942	0.516646895734801	0.487701822301954	0.466203895245534	0.492872250023605	0.490489352022729	0.492283413876276	0.491625908790482	0.501855949734337	0.468829967124746	0.47551514579274	0.469994334812577	0.465742096634364	0.463656706809384	0.474576355567763	0.472836799684123	0.511122651307714	0.500562570278367	0.492578604475498	0.497115046222779	0.497812207620535	0.487481738354177	0.481608913228213	0.462041956721402	0.454483566664664	0.44374829400606	0.471588570055193
MYCN_27167114_Chip.Seq_NEUROBLASTOMA_Human	0.504466499243375	0.505513216780965	0.503443285360121	0.507286052351975	0.475749541195789	0.477123941530635	0.481689043433465	0.503293892269551	0.494371921182266	0.480604172703564	0.494699040535755	0.5043266042049	0.489949933996587	0.493691844553914	0.485317862777295	0.510435139573071	0.513576821533211	0.515218133230304	0.502975305064555	0.48562687143823	0.479718358607811	0.49426816703693	0.490576724942851	0.495374609613961	0.497810618500274	0.503767507002801	0.480847499919508	0.490439003187482	0.473759457806111	0.475251698380502	0.477422405743907	0.475006841817187	0.47330926623523	0.505947551434367	0.503099665153418	0.49847499919508	0.499930776908465	0.493176293505908	0.484679320003864	0.491678498985801	0.4723971312663	0.467651807849577	0.461694436395248	0.490513136288998
MYCN_18555785_ChIP.Seq_MESCs_Mouse	0.279165978079544	0.284342230398653	0.281053226485399	0.356659624888917	0.275376748101838	0.270220217957313	0.287559283453641	0.355536864096288	0.316558987231256	0.283888152663663	0.301746776632731	0.298140191141392	0.262552579473348	0.272299777053679	0.267365335744687	0.307240766436445	0.302291280148423	0.398652266101246	0.369306371899409	0.283978656397624	0.27976536068973	0.278408038540091	0.278681420620196	0.276639045228481	0.278908966183876	0.388075489936234	0.293041268455434	0.304490107731404	0.290807985531875	0.281358803261564	0.27729057856909	0.300815936764316	0.299247361282175	0.319890709530565	0.299201290905973	0.285710621911102	0.286119408802482	0.292463322991534	0.276135545127142	0.265770645920706	0.267011038181506	0.282504716172183	0.276915857251992	0.290562978438129
MYC_19915707_ChIP.ChIP_AK7_Human	0.483757983193277	0.480125286478228	0.48110679908327	0.502112375859435	0.458933919022154	0.457421084797555	0.459866386554622	0.507837356760886	0.484454469060351	0.463779067990833	0.466249809014515	0.474231321619557	0.459503743315508	0.469508403361345	0.453890985485103	0.480658059587471	0.473639648586707	0.502738884644767	0.490380443086325	0.454842627960275	0.455620397249809	0.467929335370512	0.468261115355233	0.468262643239114	0.468444461420932	0.496699083269671	0.45926218487395	0.463217570664629	0.44855103132162	0.443728495034377	0.449314820473644	0.452828113063407	0.451586249045073	0.496141482047364	0.4882230710466	0.465632543926662	0.474440030557678	0.473404507257448	0.457050420168067	0.469723911382735	0.453656302521008	0.440948357524828	0.443791825821238	0.456558441558442
MYC_18358816_ChIP.ChIP_MESCs_Mouse	0.303398219148154	0.307432205602596	0.304131448394196	0.387180690919361	0.30985026350426	0.297494071820231	0.322803109829855	0.373149208954349	0.348927545653645	0.309726744217027	0.319596404192622	0.332948796512898	0.301186062249884	0.304851835471031	0.295333976329911	0.333353085051395	0.341316455561299	0.415438418867864	0.391438536099284	0.310486936689704	0.304226299270501	0.291857158843246	0.297356165040525	0.29773455609257	0.299028471248994	0.416623308803547	0.315349109840512	0.324599734630694	0.327979090177606	0.302209545834821	0.302552927321848	0.346983848707524	0.345052141338463	0.350815664249213	0.334828389187	0.324779205277545	0.324779418425582	0.341792042118052	0.313839808593063	0.298347463271929	0.292538912838439	0.317362559481624	0.305248237532172	0.330372316333001
MYC_19030024_ChIP.ChIP_MESCs_Mouse	0.28972717056988	0.294701718726915	0.29228327878834	0.3849404780559	0.294868263767947	0.284468645209815	0.305372017746896	0.365005529116282	0.336891159234072	0.29501900493815	0.308692084185832	0.326563665423548	0.29007467664743	0.299682042236181	0.281466223143493	0.317527209072228	0.317260557925887	0.40451292291024	0.378109400393082	0.295907066076297	0.298813053191442	0.283288369156933	0.289269932799971	0.290720844544531	0.291420020325658	0.397721108688547	0.307384616073387	0.3145323979352	0.313674646203713	0.292351418990612	0.291163800629469	0.33020182393682	0.328423821313288	0.340014684616521	0.324240003939775	0.310738797383631	0.315751400187139	0.330000940173619	0.302918925694945	0.284610118954348	0.278016054583794	0.298913875619507	0.291101211928565	0.314336170269919
MYCN_19997598_ChIP.ChIP_NEUROBLASTOMA_Human.1	0.561830065359477	0.580638655462185	0.592470588235294	0.542971988795518	0.568148459383753	0.56555929038282	0.563264239028945	0.586614379084967	0.558172735760971	0.584322128851541	0.551490196078431	0.511940242763772	0.544410830999066	0.539295051353875	0.554279178338002	0.537260504201681	0.523732026143791	0.501565826330532	0.500252100840336	0.574627450980392	0.559174603174603	0.567857142857143	0.549685340802988	0.560776844070962	0.555604108309991	0.553542483660131	0.532473389355742	0.532441643323996	0.566914098972923	0.554295051353875	0.521439775910364	0.546733893557423	0.544453781512605	0.522977591036415	0.530778711484594	0.516306255835668	0.522707749766573	0.509751633986928	0.550824463118581	0.558391223155929	0.545725490196078	0.54818954248366	0.563517273576097	0.508309056956116
MYCN_21190229_ChIP.Seq_SHEP.21N_Human.1	0.421099518459069	0.428209800774242	0.410184118591257	0.520587291096214	0.408451515437636	0.398962798602587	0.394906052308564	0.499300349353224	0.508942026248702	0.458697006892645	0.432290624114814	0.446016429043528	0.41234066660372	0.43281276555566	0.426902086677368	0.448789066188273	0.456713719195543	0.494304598243792	0.484346142951563	0.452736285525446	0.437333113020489	0.427608818808422	0.456305353602115	0.446459729959399	0.433505334718157	0.484659616655651	0.451578226796337	0.457006892644698	0.447067321310547	0.444103484090265	0.425056179775281	0.428334434897555	0.426926163723917	0.480906429987725	0.469511377584742	0.449027004060051	0.464415069398546	0.477691908223964	0.489333868378812	0.4423722972335	0.420168539325843	0.484845151543764	0.455247851949769	0.439328203191389
MYC_18940864_ChIP.ChIP_HL60_Human.1	0.438657039223196	0.437165160970554	0.444762655732534	0.453264694617794	0.421488048302431	0.419600558722148	0.408196318741974	0.454013111947192	0.453418343208597	0.435051929619033	0.421980760132471	0.431524770766215	0.419191204631987	0.428992047221033	0.416483429833059	0.437206614549305	0.443871178498209	0.49578863180661	0.47832383355487	0.432979475972695	0.429460878185054	0.420415436952261	0.425922004190416	0.436469236488161	0.431655890238133	0.46679996395341	0.439722666546511	0.446225696713002	0.440517493860815	0.426505508369568	0.420548358753689	0.425224277378512	0.422868632707775	0.447703832203123	0.43713835131908	0.432500506905175	0.433169396444905	0.436160136977043	0.434921486020682	0.432764322887332	0.427854552008471	0.437515038186856	0.431467772095433	0.435680266744768
MYC_22102868_ChIP.Seq_BL_Human.1	0.275106870983688	0.280828077113198	0.27112268907563	0.419234997528423	0.33687711319822	0.333507859614434	0.345484923381117	0.400988828472566	0.371931389026199	0.335245279288186	0.359218981710331	0.373181809194266	0.34036401384083	0.349760553633218	0.234193573900148	0.294434404349975	0.299112011863569	0.455223529411765	0.429562629757785	0.332315175481957	0.340705091448344	0.300466633712308	0.288010281759763	0.300398022738507	0.295357587740979	0.422011665842808	0.327924666337123	0.338850222441918	0.328352545724172	0.327063371230845	0.325596638655462	0.377405635195255	0.375037469105289	0.388764607019278	0.371852496292635	0.363634404349975	0.372045872466634	0.37581789421651	0.348971230845279	0.325335640138408	0.324753732081068	0.317811962432032	0.297649036085022	0.368266534849234
